Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Month,Year,Week,Store_Type_Code,Lag_1_Week_Sales,Lag_2_Week_Sales,Rolling_3_Week_Avg,Rolling_5_Week_Avg
1,2011-11-11,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,False,11,2011,45,0,0,0,0,0
1,2011-02-12,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,False,2,2011,6,0,0,0,0,0
1,2011-09-12,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,False,9,2011,37,0,0,0,0,0
1,2012-06-01,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,False,6,2012,22,0,0,0,0,0
1,2012-03-02,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False,3,2012,9,0,0,0,0,0
1,2012-10-02,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,True,10,2012,40,0,0,0,0,0
1,2012-02-03,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False,2,2012,5,0,0,0,0,0
1,2012-09-03,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,False,9,2012,36,0,0,0,0,0
1,2012-01-06,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False,1,2012,1,0,0,0,0,0
1,2012-08-06,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False,8,2012,32,0,0,0,0,0
1,2012-06-07,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,False,6,2012,23,0,0,0,0,0
1,2012-03-08,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,False,3,2012,10,0,0,0,0,0
1,2012-10-08,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,False,10,2012,41,0,0,0,0,0
1,2012-07-09,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,True,7,2012,28,0,0,0,0,0
1,2012-02-11,55.32,3.386,6766.44,5147.7,50.82,3639.9,2737.42,223.4627793,6.573,False,2,2012,6,0,0,0,0,0
1,2012-09-11,61.24,3.314,11421.32,3370.89,40.28,4646.79,6154.16,223.4813073,6.573,False,9,2012,37,0,0,0,0,0
1,2013-04-01,41.73,3.161,1214.08,25366.33,15.01,72.36,3940.02,224.080983,6.525,False,4,2013,14,0,0,0,0,0
1,2013-11-01,50.32,3.243,6520.24,16134.6,12.17,774.55,4001.25,224.2015518,6.525,False,11,2013,44,0,0,0,0,0
1,2013-01-02,56.46,3.244,9290.91,1359.9,265.0,20657.82,972.61,224.2352903,6.525,False,1,2013,1,0,0,0,0,0
1,2013-08-02,56.67,3.417,32355.16,729.8,280.89,20426.61,4671.78,224.2350289,6.525,True,8,2013,31,0,0,0,0,0
1,2013-01-03,48.01,3.711,10610.74,261.46,2.8,25.54,2747.59,224.5645263,6.525,False,1,2013,1,0,0,0,0,0
1,2013-08-03,50.81,3.658,5000.58,290.46,78.77,606.15,3697.11,224.7087632,6.525,False,8,2013,31,0,0,0,0,0
1,2013-05-04,58.59,3.583,12872.34,5687.86,485.97,478.04,5092.33,225.0865399,6.314,False,5,2013,18,0,0,0,0,0
1,2013-12-04,62.72,3.529,3672.43,932.58,52.86,949.07,2836.64,225.1701596,6.314,False,12,2013,49,0,0,0,0,0
2,2011-11-11,59.33,3.297,10797.64,20445.0,443.32,4754.07,4787.16,217.6455387,7.441,False,11,2011,45,0,0,0,0,0
2,2011-02-12,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,218.3590319,7.441,False,2,2011,6,0,0,0,0,0
2,2011-09-12,41.76,3.158,11472.59,40.0,306.43,4160.55,8899.08,218.605037,7.441,False,9,2011,37,0,0,0,0,0
2,2012-06-01,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,False,6,2012,22,0,0,0,0,0
2,2012-03-02,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,219.8118854,7.057,False,3,2012,9,0,0,0,0,0
2,2012-10-02,46.98,3.409,13510.89,6674.42,94.07,14114.9,9577.83,219.9049073,7.057,True,10,2012,40,0,0,0,0,0
2,2012-02-03,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,220.4866886,7.057,False,2,2012,5,0,0,0,0,0
2,2012-09-03,57.11,3.669,11784.91,368.32,3.0,2498.17,7746.0,220.6974332,7.057,False,9,2012,36,0,0,0,0,0
2,2012-06-04,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,221.0737638,6.891,False,6,2012,23,0,0,0,0,0
2,2012-01-06,78.38,3.501,13091.33,21.0,245.37,2993.15,5521.72,221.3852748,6.891,False,1,2012,1,0,0,0,0,0
2,2012-08-06,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,221.3877467,6.891,False,8,2012,32,0,0,0,0,0
2,2012-06-07,84.2,3.227,12355.5,295.05,100.15,6720.4,5506.53,221.5215064,6.565,False,6,2012,23,0,0,0,0,0
2,2012-03-08,90.22,3.417,27650.68,164.58,43.02,21801.9,6652.98,221.5869799,6.565,False,3,2012,10,0,0,0,0,0
2,2012-10-08,88.55,3.494,5554.54,142.3,13.43,4187.43,5286.19,221.5954138,6.565,False,10,2012,41,0,0,0,0,0
2,2012-07-09,87.65,3.73,10658.86,149.28,60.97,2920.9,3275.57,222.0747635,6.565,True,7,2012,28,0,0,0,0,0
2,2012-02-11,56.4,3.386,9585.99,6181.03,32.4,1571.2,4510.08,223.0968655,6.17,False,2,2012,6,0,0,0,0,0
2,2012-09-11,61.9,3.314,9497.69,2711.51,109.45,7185.16,6480.49,223.1153944,6.17,False,9,2012,37,0,0,0,0,0
2,2013-04-01,39.12,3.161,2045.13,34381.53,26.36,159.76,3863.31,223.7137989,6.237,False,4,2013,14,0,0,0,0,0
2,2013-11-01,47.42,3.243,6722.95,12098.17,13.68,1067.36,5383.2,223.8342663,6.237,False,11,2013,44,0,0,0,0,0
2,2013-01-02,54.75,3.244,13078.9,1642.02,545.2,12725.35,5002.74,223.8691966,6.237,False,1,2013,1,0,0,0,0,0
2,2013-08-02,56.08,3.417,63622.34,687.56,358.29,44824.98,8167.67,223.8693849,6.237,True,8,2013,31,0,0,0,0,0
2,2013-01-03,46.08,3.711,6023.68,439.6,4.4,56.86,4416.82,224.198735,6.237,False,1,2013,1,0,0,0,0,0
2,2013-08-03,51.12,3.658,24134.43,54.43,136.7,7235.69,6441.67,224.3427668,6.237,False,8,2013,31,0,0,0,0,0
2,2013-05-04,58.3,3.583,16944.64,4983.34,411.07,2378.92,3007.06,224.7192583,6.112,False,5,2013,18,0,0,0,0,0
2,2013-12-04,61.23,3.529,10165.99,395.13,66.86,1537.62,3122.19,224.8025314,6.112,False,12,2013,49,0,0,0,0,0
3,2011-11-11,61.7,3.297,8787.59,2006.62,200.01,570.57,1005.33,221.4117517,7.197,False,11,2011,45,0,0,0,0,0
3,2011-02-12,54.97,3.172,850.86,18.94,781.71,394.29,7297.1,222.1589519,7.197,False,2,2011,6,0,0,0,0,0
3,2011-09-12,49.26,3.158,4059.38,6.47,123.42,833.44,3018.08,222.4167852,7.197,False,9,2011,37,0,0,0,0,0
3,2012-06-01,52.42,3.157,3824.22,9389.98,15.0,415.36,1476.85,223.1923049,6.833,False,6,2012,22,0,0,0,0,0
3,2012-03-02,59.33,3.36,9667.5,268.29,0.6,8368.15,804.24,223.6591137,6.833,False,3,2012,9,0,0,0,0,0
3,2012-10-02,51.65,3.409,8687.47,1594.87,2.2,2144.87,2577.83,223.753643,6.833,True,10,2012,40,0,0,0,0,0
3,2012-09-03,60.71,3.669,8368.5,298.46,1.39,1340.29,1416.22,224.5620291,6.833,False,9,2012,36,0,0,0,0,0
3,2012-01-06,81.55,3.501,2664.55,10.0,220.03,618.49,1940.77,225.2518313,6.664,False,1,2012,1,0,0,0,0,0
3,2012-08-06,81.65,3.452,5770.48,28.6,30.18,283.7,2093.48,225.2521458,6.664,False,8,2012,32,0,0,0,0,0
3,2012-06-07,83.14,3.227,2625.99,30.7,28.16,703.16,1962.17,225.3916254,6.334,False,6,2012,23,0,0,0,0,0
3,2012-03-08,86.55,3.417,5683.49,37.2,0.04,2484.22,639.29,225.4636332,6.334,False,3,2012,10,0,0,0,0,0
3,2012-10-08,85.85,3.494,3375.44,28.4,2.4,1880.43,555.9,225.4735085,6.334,False,10,2012,41,0,0,0,0,0
3,2012-07-09,84.99,3.73,2266.83,19.0,8.31,419.87,926.86,225.9660263,6.334,True,7,2012,28,0,0,0,0,0
3,2012-02-11,61.61,3.386,3218.13,420.29,0.55,1498.52,749.71,227.0058832,6.034,False,2,2012,6,0,0,0,0,0
3,2012-09-11,68.72,3.314,2540.75,985.52,0.85,273.23,422.66,227.0244026,6.034,False,9,2012,37,0,0,0,0,0
3,2013-04-01,46.52,3.161,2917.32,7821.32,0.2,171.09,570.6,227.6363871,6.108,False,4,2013,14,0,0,0,0,0
3,2013-11-01,49.83,3.243,2503.67,3395.0,0.52,160.25,1366.37,227.7579379,6.108,False,11,2013,44,0,0,0,0,0
3,2013-01-02,62.81,3.244,2513.52,665.85,30.0,3221.12,679.96,227.7801362,6.108,False,1,2013,1,0,0,0,0,0
3,2013-08-02,62.77,3.417,29091.04,224.97,163.55,6151.53,782.92,227.7755197,6.108,True,8,2013,31,0,0,0,0,0
3,2013-08-03,57.25,3.658,6458.44,34.88,4.0,892.51,1095.59,228.2526667,6.108,False,8,2013,31,0,0,0,0,0
3,2013-05-04,65.89,3.583,9649.15,1285.04,316.3,65.46,835.58,228.6428882,5.999,False,5,2013,18,0,0,0,0,0
3,2013-12-04,67.56,3.529,900.72,716.86,53.54,151.17,637.16,228.7298638,5.999,False,12,2013,49,0,0,0,0,0
4,2011-11-11,47.12,3.286,12851.52,16658.47,430.13,5630.01,9213.39,129.8167097,5.143,False,11,2011,45,0,0,0,0,0
4,2011-02-12,38.71,3.176,9762.39,160.94,2260.29,4767.86,28604.2,129.8459667,5.143,False,2,2011,6,0,0,0,0,0
4,2011-09-12,31.64,3.153,5857.72,30.0,984.98,4692.5,13503.99,129.8555333,5.143,False,9,2011,37,0,0,0,0,0
4,2012-06-01,38.64,3.158,7857.71,38677.72,234.0,863.22,8682.95,130.1575161,4.607,False,6,2012,22,0,0,0,0,0
4,2012-03-02,41.81,3.354,50820.76,4033.29,285.11,48086.64,7456.15,130.3496774,4.607,False,3,2012,9,0,0,0,0,0
4,2012-10-02,33.0,3.411,11374.63,7208.51,118.37,12869.78,10618.93,130.3849032,4.607,True,10,2012,40,0,0,0,0,0
4,2012-02-03,50.38,3.619,18564.88,1394.86,32.93,10714.6,3592.82,130.6457931,4.607,False,2,2012,5,0,0,0,0,0
4,2012-09-03,53.63,3.667,8779.57,602.02,8.53,1103.64,9464.98,130.7413793,4.607,False,9,2012,36,0,0,0,0,0
4,2012-11-05,67.64,3.685,20499.88,86.0,103.05,5005.96,3815.16,131.1453333,4.308,False,11,2012,45,0,0,0,0,0
4,2012-01-06,77.41,3.483,10165.22,8.6,47.93,2676.33,4896.34,130.9592258,4.308,False,1,2012,1,0,0,0,0,0
4,2012-08-06,78.11,3.433,7429.46,249.8,7.86,4235.27,9690.55,130.8896774,4.308,False,8,2012,32,0,0,0,0,0
4,2012-06-07,80.37,3.187,9789.03,90.0,157.62,10671.47,3864.91,130.7196333,4.077,False,6,2012,23,0,0,0,0,0
4,2012-03-08,83.86,3.374,29127.2,42.27,58.34,22663.73,10925.99,130.737871,4.077,False,3,2012,10,0,0,0,0,0
4,2012-10-08,83.21,3.476,16996.42,36.6,60.94,4777.2,3937.09,130.7561613,4.077,False,10,2012,41,0,0,0,0,0
4,2012-07-09,82.09,3.709,9082.61,16.0,59.06,7217.88,8026.47,130.9325484,4.077,True,7,2012,28,0,0,0,0,0
4,2012-02-11,53.31,3.404,3717.8,7665.66,23.0,190.24,1586.46,131.2362258,3.879,False,2,2012,6,0,0,0,0,0
4,2012-09-11,59.47,3.337,28299.04,6412.64,73.18,9912.23,7259.32,131.2793548,3.879,False,9,2012,37,0,0,0,0,0
4,2013-11-01,38.92,3.235,4749.65,23457.11,4.22,522.96,3743.86,131.957,3.921,False,11,2013,44,0,0,0,0,0
4,2013-01-02,49.07,3.232,27134.98,861.18,870.2,29210.08,1663.48,132.1537097,3.921,False,1,2013,1,0,0,0,0,0
4,2013-08-02,49.86,3.401,56705.09,564.98,521.82,45331.3,7730.26,132.215129,3.921,True,8,2013,31,0,0,0,0,0
4,2013-01-03,42.56,3.694,27132.59,762.39,3.2,1621.99,3526.18,132.3675714,3.921,False,1,2013,1,0,0,0,0,0
4,2013-08-03,53.21,3.647,23306.04,779.6,164.42,12389.6,9316.71,132.4150714,3.921,False,8,2013,31,0,0,0,0,0
4,2013-05-04,57.7,3.552,8031.33,12906.43,641.98,4801.53,2723.41,132.6537742,3.896,False,5,2013,18,0,0,0,0,0
4,2013-12-04,60.06,3.504,7876.11,1269.44,201.06,2776.58,7702.91,132.7160968,3.896,False,12,2013,49,0,0,0,0,0
5,2011-11-11,60.71,3.297,2971.48,1943.2,60.03,757.33,1040.96,218.5699621,6.3,False,11,2011,45,0,0,0,0,0
5,2011-02-12,51.14,3.172,2359.44,4.0,658.01,901.67,24751.93,219.2917287,6.3,False,2,2011,6,0,0,0,0,0
5,2012-06-01,50.21,3.157,4602.39,6733.6,35.03,621.64,3507.24,220.2969205,5.943,False,6,2012,22,0,0,0,0,0
5,2012-03-02,57.35,3.36,23811.41,1349.62,23.82,14928.42,3186.52,220.7561941,5.943,False,3,2012,9,0,0,0,0,0
5,2012-10-02,48.57,3.409,4239.28,2725.8,1.53,3682.89,3234.79,220.849586,5.943,True,10,2012,40,0,0,0,0,0
5,2012-02-03,60.66,3.63,6172.7,123.32,1.0,3063.26,1213.59,221.4342146,5.943,False,2,2012,5,0,0,0,0,0
5,2012-09-03,57.69,3.669,1842.42,51.27,2.0,109.67,5043.45,221.6460048,5.943,False,9,2012,36,0,0,0,0,0
5,2012-06-07,82.35,3.227,2592.37,2.65,52.06,914.36,2768.98,222.4714336,5.603,False,6,2012,23,0,0,0,0,0
5,2012-03-08,86.91,3.417,7365.26,14.48,0.7,3640.7,2517.31,222.5385111,5.603,False,3,2012,10,0,0,0,0,0
5,2012-10-08,86.96,3.494,3261.56,15.0,0.5,1687.13,2102.31,222.5472987,5.603,False,10,2012,41,0,0,0,0,0
5,2012-07-09,86.3,3.73,2797.26,1.9,9.61,968.75,2069.3,223.0298805,5.603,True,7,2012,28,0,0,0,0,0
5,2012-02-11,57.83,3.386,3526.61,1163.63,2.31,514.05,1555.5,224.0563405,5.422,False,2,2012,6,0,0,0,0,0
5,2012-09-11,64.61,3.314,2548.02,2037.54,1.95,303.93,1595.16,224.0748671,5.422,False,9,2012,37,0,0,0,0,0
5,2013-11-01,49.5,3.243,2372.65,4414.85,1.04,37.36,1191.29,224.7973381,5.494,False,11,2013,44,0,0,0,0,0
5,2013-01-02,58.99,3.244,4697.68,637.17,30.0,5803.02,970.8,224.8291434,5.494,False,1,2013,1,0,0,0,0,0
5,2013-08-02,59.05,3.417,21533.52,271.06,80.55,10897.89,4109.09,224.8281523,5.494,True,8,2013,31,0,0,0,0,0
5,2013-08-03,53.16,3.658,6476.98,41.8,2.0,1334.42,3081.47,225.3024583,5.494,False,8,2013,31,0,0,0,0,0
5,2013-05-04,61.88,3.583,9023.29,927.32,170.24,405.3,-185.17,225.6823199,5.278,False,5,2013,18,0,0,0,0,0
5,2013-12-04,62.36,3.529,1352.02,376.67,7.6,184.54,1703.57,225.7665018,5.278,False,12,2013,49,0,0,0,0,0
6,2011-11-11,61.33,3.297,12590.41,2173.66,123.2,3108.55,5416.96,219.5631135,6.551,False,11,2011,45,0,0,0,0,0
6,2011-02-12,51.18,3.172,6264.18,74.94,2885.14,3904.82,27272.53,220.2937686,6.551,False,2,2011,6,0,0,0,0,0
6,2011-09-12,43.64,3.158,5473.33,42.0,282.45,4436.51,11311.24,220.5457961,6.551,False,9,2011,37,0,0,0,0,0
6,2012-06-01,50.82,3.157,3220.17,32056.43,108.24,985.76,6650.63,221.3088023,6.132,False,6,2012,22,0,0,0,0,0
6,2012-03-02,57.45,3.36,36848.38,1772.68,161.55,28199.34,7151.33,221.7707093,6.132,False,3,2012,9,0,0,0,0,0
6,2012-10-02,48.58,3.409,12635.19,5694.76,68.45,8976.17,6779.43,221.8644987,6.132,True,10,2012,40,0,0,0,0,0
6,2012-02-03,60.32,3.63,20243.99,618.72,14.35,9687.4,4968.92,222.4521862,6.132,False,2,2012,5,0,0,0,0,0
6,2012-09-03,57.89,3.669,7731.19,445.6,4.19,446.42,5729.67,222.6650998,6.132,False,9,2012,36,0,0,0,0,0
6,2012-04-05,77.66,3.749,13643.53,266.0,117.27,5455.98,2773.56,223.2800541,5.964,False,4,2012,14,0,0,0,0,0
6,2012-01-06,80.39,3.501,8267.68,16.0,441.83,1904.81,3517.55,223.3539397,5.964,False,1,2012,1,0,0,0,0,0
6,2012-08-06,80.5,3.452,11150.2,188.6,63.7,859.54,6294.81,223.3553131,5.964,False,8,2012,32,0,0,0,0,0
6,2012-06-07,82.95,3.227,6087.24,254.9,205.95,3655.34,5715.69,223.4919851,5.668,False,6,2012,23,0,0,0,0,0
6,2012-03-08,87.55,3.417,31765.22,141.14,19.13,15925.51,6069.02,223.5607856,5.668,False,3,2012,10,0,0,0,0,0
6,2012-10-08,87.04,3.494,5750.2,187.04,5.21,3920.14,7505.63,223.5699533,5.668,False,10,2012,41,0,0,0,0,0
6,2012-07-09,86.33,3.73,14105.12,47.96,24.6,3040.62,3558.18,224.0560076,5.668,True,7,2012,28,0,0,0,0,0
6,2012-02-11,58.38,3.386,13494.41,15350.17,34.79,5549.32,6682.4,225.0871495,5.329,False,2,2012,6,0,0,0,0,0
6,2012-09-11,66.68,3.314,10750.41,1244.27,11.32,524.64,4196.85,225.1056736,5.329,False,9,2012,37,0,0,0,0,0
6,2013-04-01,40.46,3.161,2958.8,59362.3,27.18,24.85,4190.08,225.7109924,5.372,False,4,2013,14,0,0,0,0,0
6,2013-11-01,48.26,3.243,5510.29,33063.57,-0.86,693.1,3418.77,225.8320114,5.372,False,11,2013,44,0,0,0,0,0
6,2013-01-02,58.57,3.244,12770.23,1088.16,434.8,17254.24,4436.09,225.8604592,5.372,False,1,2013,1,0,0,0,0,0
6,2013-08-02,60.55,3.417,64733.8,1335.25,240.3,34049.73,6567.44,225.8582011,5.372,True,8,2013,31,0,0,0,0,0
6,2013-01-03,50.08,3.711,5999.24,578.17,2.0,155.0,5362.39,226.1883529,5.372,False,1,2013,1,0,0,0,0,0
6,2013-08-03,55.31,3.658,45591.46,212.69,79.91,8383.35,3778.9,226.3335,5.372,False,8,2013,31,0,0,0,0,0
6,2013-05-04,61.4,3.583,13894.83,8546.67,635.55,1436.84,3152.22,226.7169822,5.285,False,5,2013,18,0,0,0,0,0
6,2013-12-04,63.11,3.529,5772.74,180.35,97.82,1027.37,3742.94,226.8021404,5.285,False,12,2013,49,0,0,0,0,0
7,2011-11-11,19.53,3.505,3307.6,1431.65,143.06,1330.31,1680.9,195.6376941,8.513,False,11,2011,45,0,0,0,0,0
7,2011-02-12,20.38,3.378,2229.32,6.47,738.42,1630.88,11534.89,195.8223287,8.513,False,2,2011,6,0,0,0,0,0
7,2012-06-01,18.67,3.095,2373.44,11519.36,7.26,162.72,4504.47,196.5458309,8.256,False,6,2012,22,0,0,0,0,0
7,2012-03-02,22.2,3.031,56917.7,1839.82,4.53,16241.73,2414.97,196.8728921,8.256,False,3,2012,9,0,0,0,0,0
7,2012-10-02,18.79,3.103,13100.37,3096.6,1.73,4854.7,6266.04,196.9195056,8.256,True,10,2012,40,0,0,0,0,0
7,2012-02-03,21.64,3.191,41848.34,2326.08,139.2,15505.0,1348.86,196.9565303,8.256,False,2,2012,5,0,0,0,0,0
7,2012-09-03,30.1,3.286,12144.9,1178.96,2.18,996.02,2221.16,196.9631599,8.256,False,9,2012,36,0,0,0,0,0
7,2012-08-06,63.07,3.741,3729.69,76.6,0.12,444.64,3495.06,197.6551863,8.09,False,8,2012,32,0,0,0,0,0
7,2012-06-07,64.67,3.646,2779.97,326.2,5.07,2112.68,1548.33,197.8322195,7.872,False,6,2012,23,0,0,0,0,0
7,2012-03-08,61.83,3.528,9468.47,109.88,2.88,8606.99,1605.62,198.0293893,7.872,False,3,2012,10,0,0,0,0,0
7,2012-10-08,63.41,3.509,4032.28,26.2,55.79,2124.61,960.59,198.0795651,7.872,False,10,2012,41,0,0,0,0,0
7,2012-02-11,37.2,3.604,3335.15,1937.31,5.02,282.71,1127.18,199.2908671,7.557,False,2,2012,6,0,0,0,0,0
7,2012-09-11,36.89,3.545,1797.81,3661.28,10.0,501.33,3222.63,199.3622024,7.557,False,9,2012,37,0,0,0,0,0
7,2013-04-01,-6.08,3.034,1390.63,11904.04,37.82,65.08,1446.44,200.3940829,7.107,False,4,2013,14,0,0,0,0,0
7,2013-11-01,-6.61,2.957,2117.01,8298.08,8.61,15.26,745.42,200.6190912,7.107,False,11,2013,44,0,0,0,0,0
7,2013-01-02,25.67,2.998,4389.12,316.88,113.68,4128.61,1238.01,200.8919355,7.107,False,1,2013,1,0,0,0,0,0
7,2013-08-02,11.26,3.214,30907.52,185.19,392.36,16519.53,2304.12,200.968772,7.107,True,8,2013,31,0,0,0,0,0
7,2013-01-03,11.94,3.638,3789.54,99.08,0.4,33.38,959.83,201.1548374,7.107,False,1,2013,1,0,0,0,0,0
7,2013-08-03,24.24,3.624,9370.38,85.98,107.66,2891.2,1385.72,201.2122297,7.107,False,8,2013,31,0,0,0,0,0
7,2013-05-04,39.3,3.633,6121.49,979.92,152.85,161.59,986.23,201.1131902,6.953,False,5,2013,18,0,0,0,0,0
7,2013-12-04,34.79,3.642,1731.11,28.55,25.47,89.14,1032.44,201.0705712,6.953,False,12,2013,49,0,0,0,0,0
8,2011-11-11,50.56,3.297,4971.01,4538.18,541.05,1407.72,3846.73,221.4595129,6.123,False,11,2011,45,0,0,0,0,0
8,2011-02-12,40.82,3.172,2222.42,286.0,1464.46,1192.79,13865.57,222.2071405,6.123,False,2,2011,6,0,0,0,0,0
8,2011-09-12,30.51,3.158,4425.92,36.0,346.05,1791.15,9889.35,222.4651238,6.123,False,9,2011,37,0,0,0,0,0
8,2012-06-01,43.47,3.157,3093.39,26001.46,96.35,500.91,4468.63,223.2409668,5.825,False,6,2012,22,0,0,0,0,0
8,2012-03-02,45.56,3.36,41524.03,1412.41,83.15,18723.56,3886.31,223.7079023,5.825,False,3,2012,9,0,0,0,0,0
8,2012-10-02,35.71,3.409,9332.6,3298.88,32.12,6530.08,4858.74,223.8024507,5.825,True,10,2012,40,0,0,0,0,0
8,2012-02-03,50.95,3.63,19521.45,1000.19,0.6,5819.37,3641.54,224.3959793,5.825,False,2,2012,5,0,0,0,0,0
8,2012-09-03,49.59,3.669,7740.12,269.44,2.0,509.65,4678.17,224.6110379,5.825,False,9,2012,36,0,0,0,0,0
8,2012-01-06,78.31,3.501,11578.32,41.6,58.17,1319.45,2044.72,225.300865,5.679,False,1,2012,1,0,0,0,0,0
8,2012-08-06,74.28,3.452,8721.82,252.8,30.45,679.89,5160.31,225.3011521,5.679,False,8,2012,32,0,0,0,0,0
8,2012-06-07,81.24,3.227,10526.01,157.93,182.17,3068.98,4059.99,225.4407043,5.401,False,6,2012,23,0,0,0,0,0
8,2012-03-08,85.06,3.417,12755.02,88.2,17.83,4783.44,4865.74,225.5127949,5.401,False,3,2012,10,0,0,0,0,0
8,2012-10-08,83.74,3.494,11811.65,26.0,59.03,2215.73,2801.89,225.5226885,5.401,False,10,2012,41,0,0,0,0,0
